epoch,loss,train_recall@25,test_recall@25,train_mrr@25,test_mrr@25
1,0.4330272284837869,87.875,85.5,44.96651057217223,45.43467453599034
2,0.2689344779803203,88.85416666666667,85.5,48.59653264010257,47.44312996944577
