epoch,loss,train_recall@25,test_recall@25,train_mrr@25,test_mrr@25
1,0.5050383393581097,87.375,85.16666666666667,46.548144602757446,46.00192030192032
2,0.4409698637632223,87.83333333333333,85.5,44.24491985332348,45.39219174100754
3,0.4022005383784954,87.5,85.5,44.16379162466807,44.89712014593596
4,0.370569293315594,87.70833333333333,85.5,44.2593348858015,44.54846792096793
5,0.349696221259924,87.39583333333333,85.5,44.23205879593437,45.16342379842381
6,0.32775639799925,87.72916666666667,85.5,44.02337116025564,43.67990315240316
7,0.3177400093812209,87.89583333333333,85.83333333333333,44.03403437136962,44.20460386019211
8,0.3113577480499561,87.52083333333333,85.83333333333333,44.392528402866816,44.19667845226671
9,0.3075281565005963,87.5625,85.83333333333333,44.51776095932415,44.13483382114963
10,0.3056087837769435,87.52083333333333,85.83333333333333,44.3481519095332,44.2395665883824
11,0.298138114122244,87.77083333333333,85.83333333333333,44.4323542132924,44.22649632531213
12,0.29547704412386966,87.52083333333333,85.83333333333333,44.313545660733844,44.23184555124959
